Contract ZIP Code;Firm ID;Department ID;Category ID;Person ID;Contract Start Date;Contract End Date;Company Start Date;Birth Date;Contract Terminatio Reason;Gender;Nationality;Contract Type
7021;0000009443;01;1;0000040969;22/03/2016;23/03/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
8510;0000009443;01;1;0000052346;18/02/2017;18/02/2017;13/09/2014;09/04/1973;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000039745;12/02/2016;14/02/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000047677;09/09/2016;11/09/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
9240;0000009443;01;1;0000045794;30/07/2016;31/07/2016;16/07/2016;02/09/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000049298;28/10/2016;28/10/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000038965;23/01/2016;23/01/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000051138;04/01/2017;04/01/2017;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
8510;0000009443;01;1;0000055274;20/05/2017;20/05/2017;13/09/2014;09/04/1973;Fin du contrat;Homme;Belge;Contrat intérimaire
8510;0000009443;01;1;0000061524;07/01/2018;07/01/2018;13/09/2014;09/04/1973;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000051137;02/01/2017;02/01/2017;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
8510;0000009443;01;1;0000059311;30/09/2017;30/09/2017;13/09/2014;09/04/1973;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000040172;26/02/2016;26/02/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000048849;13/10/2016;13/10/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
1140;0000009443;01;1;0000042963;21/05/2016;21/05/2016;13/05/2016;25/07/1967;Fin du contrat;Homme;Belge;Contrat intérimaire
1140;0000009443;01;1;0000052172;10/02/2017;10/02/2017;27/10/2016;23/05/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
1140;0000009443;01;1;0000051329;13/01/2017;13/01/2017;27/10/2016;23/05/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
1140;0000009443;01;1;0000049993;28/11/2016;30/11/2016;27/10/2016;23/05/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
1140;0000009443;01;1;0000048371;04/10/2016;04/10/2016;20/09/2016;31/12/1993;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000061538;02/01/2018;03/01/2018;20/12/2017;02/01/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
2800;0000009443;01;3;0000059532;03/10/2017;03/10/2017;31/10/2016;22/08/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000062487;16/02/2018;16/02/2018;20/12/2017;02/01/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
8510;0000009443;01;1;0000058001;19/08/2017;19/08/2017;13/09/2014;09/04/1973;Fin du contrat;Homme;Belge;Contrat intérimaire
1140;0000009443;01;1;0000044083;15/06/2016;15/06/2016;13/05/2016;25/07/1967;Fin du contrat;Homme;Belge;Contrat intérimaire
2800;0000009443;01;3;0000059622;25/09/2017;25/09/2017;31/10/2016;22/08/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000062300;09/02/2018;09/02/2018;20/12/2017;02/01/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000049598;10/11/2016;10/11/2016;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
1745;0000009443;01;1;0000049622;20/11/2016;20/11/2016;04/07/2016;09/02/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
1745;0000009443;01;1;0000047387;05/09/2016;05/09/2016;04/07/2016;09/02/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000052486;06/02/2017;07/02/2017;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000051679;26/01/2017;28/01/2017;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
1745;0000009443;01;1;0000053001;12/03/2017;12/03/2017;04/07/2016;09/02/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000046644;16/08/2016;19/08/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
1745;0000009443;01;1;0000047646;16/09/2016;18/09/2016;04/07/2016;09/02/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000042162;26/04/2016;27/04/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
1745;0000009443;01;1;0000059518;01/10/2017;01/10/2017;04/07/2016;09/02/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
1745;0000009443;01;1;0000045154;04/07/2016;07/07/2016;04/07/2016;09/02/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
1601;0000009443;01;1;0000045822;30/07/2016;30/07/2016;27/02/2015;19/07/1985;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000041878;22/04/2016;22/04/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000044262;24/06/2016;24/06/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048525;26/09/2016;26/09/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048515;07/09/2016;07/09/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040141;29/02/2016;29/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048514;05/09/2016;05/09/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040585;18/03/2016;18/03/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039034;15/01/2016;15/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000038448;02/01/2016;03/01/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000038926;18/01/2016;18/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000044261;22/06/2016;22/06/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040885;21/03/2016;21/03/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000043766;08/06/2016;08/06/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039504;10/02/2016;10/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000040738;25/03/2016;26/03/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048530;05/10/2016;05/10/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039916;24/02/2016;24/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000044260;20/06/2016;20/06/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000044004;13/06/2016;13/06/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000044006;17/06/2016;17/06/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2920;0000009443;01;3;0000054413;27/04/2017;27/04/2017;16/07/2015;17/12/1997;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000042904;18/05/2016;18/05/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000047736;12/09/2016;12/09/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000052460;13/02/2017;17/02/2017;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000057413;15/05/2017;19/05/2017;15/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000056720;15/05/2017;15/05/2017;05/12/2016;17/07/1992;Raison inconnue;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000048560;10/10/2016;14/10/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000048946;24/10/2016;24/10/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000056719;02/05/2017;02/05/2017;05/12/2016;17/07/1992;Raison inconnue;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000059015;02/05/2017;05/05/2017;02/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
2140;0000009443;01;1;0000052296;08/02/2017;10/02/2017;22/08/2016;03/07/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000050541;12/12/2016;16/12/2016;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000051765;20/01/2017;20/01/2017;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000052015;27/01/2017;27/01/2017;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000050110;22/11/2016;23/11/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000044510;27/06/2016;27/06/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039721;12/02/2016;12/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000059404;18/09/2017;22/09/2017;02/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000049414;04/11/2016;04/11/2016;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039614;05/02/2016;05/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000048749;17/10/2016;17/10/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
2100;0000009443;01;1;0000038533;01/01/2016;01/01/2016;27/04/2015;01/01/1969;Fin du contrat;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000049815;21/11/2016;21/11/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039720;17/02/2016;17/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000059405;18/09/2017;22/09/2017;02/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000052182;06/02/2017;10/02/2017;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039133;25/01/2016;25/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040884;25/03/2016;25/03/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040883;23/03/2016;23/03/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000044836;08/07/2016;08/07/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048658;12/10/2016;12/10/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000042350;02/05/2016;03/05/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039429;29/01/2016;29/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2610;0000009443;01;1;0000044334;20/06/2016;23/06/2016;17/06/2016;02/12/1985;Fin du contrat;Homme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000059620;25/09/2017;29/09/2017;02/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000038700;13/01/2016;13/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000038925;20/01/2016;20/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000038701;11/01/2016;11/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048656;10/10/2016;10/10/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9230;0000009443;01;1;0000061235;18/12/2017;22/12/2017;16/08/2017;08/03/1993;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000051079;26/12/2016;26/12/2016;26/12/2016;14/12/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
9230;0000009443;01;1;0000060135;01/11/2017;03/11/2017;16/08/2017;08/03/1993;Fin du contrat;Femme;Belge;Contrat intérimaire
9230;0000009443;01;1;0000059459;25/09/2017;29/09/2017;16/08/2017;08/03/1993;Fin du contrat;Femme;Belge;Contrat intérimaire
9230;0000009443;01;1;0000058682;21/08/2017;25/08/2017;16/08/2017;08/03/1993;Fin du contrat;Femme;Belge;Contrat intérimaire
9230;0000009443;01;1;0000060746;01/12/2017;01/12/2017;16/08/2017;08/03/1993;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000041070;01/04/2016;01/04/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039722;19/02/2016;19/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000057417;01/06/2017;02/06/2017;15/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000041330;04/04/2016;04/04/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000049385;04/11/2016;04/11/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000042666;14/05/2016;15/05/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040374;07/03/2016;07/03/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000039972;24/02/2016;24/02/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000038359;04/01/2016;04/01/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000039787;17/02/2016;18/02/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000038447;01/01/2016;01/01/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040375;09/03/2016;09/03/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000044070;13/06/2016;14/06/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048523;19/09/2016;19/09/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000039917;26/02/2016;26/02/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000042106;27/04/2016;27/04/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000040142;02/03/2016;02/03/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000041950;18/04/2016;18/04/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000051980;30/01/2017;31/01/2017;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
2610;0000009443;01;1;0000044614;29/06/2016;30/06/2016;17/06/2016;02/12/1985;Fin du contrat;Homme;Belge;Contrat intérimaire
2610;0000009443;01;1;0000044613;27/06/2016;27/06/2016;17/06/2016;02/12/1985;Fin du contrat;Homme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000055024;12/05/2017;12/05/2017;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000057416;29/05/2017;31/05/2017;15/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
2610;0000009443;01;1;0000044335;17/06/2016;17/06/2016;17/06/2016;02/12/1985;Fin du contrat;Homme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000042905;20/05/2016;20/05/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000041332;08/04/2016;08/04/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000057414;22/05/2017;26/05/2017;15/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048659;14/10/2016;14/10/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048516;09/09/2016;09/09/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3800;0000009443;01;1;0000048657;10/10/2016;10/10/2016;09/11/2015;21/03/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000057373;24/07/2017;28/07/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000061260;18/12/2017;22/12/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
1630;0000009443;01;1;0000057460;01/08/2017;02/08/2017;28/07/2017;11/04/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000058944;31/07/2017;31/07/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000059400;18/09/2017;18/09/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000049847;19/11/2016;19/11/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000053592;24/03/2017;24/03/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000040176;27/02/2016;27/02/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
1500;0000009443;01;1;0000053024;11/03/2017;12/03/2017;19/11/2016;17/09/1997;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000055643;30/05/2017;31/05/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000054519;24/04/2017;25/04/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000061163;15/12/2017;15/12/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000051814;26/01/2017;26/01/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
2950;0000009443;01;3;0000046960;22/08/2016;22/08/2016;17/08/2016;03/03/2001;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000056810;14/07/2017;14/07/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000056809;11/07/2017;12/07/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000052660;20/02/2017;21/02/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000056462;26/06/2017;30/06/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
1500;0000009443;01;1;0000059255;23/09/2017;24/09/2017;19/11/2016;17/09/1997;Fin du contrat;Homme;Belge;Contrat intérimaire
9240;0000009443;01;1;0000058036;13/08/2017;13/08/2017;22/06/2017;08/06/1968;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000058270;21/08/2017;21/08/2017;03/08/2017;31/01/1967;Fin du contrat;Homme;Belge;Contrat intérimaire
1500;0000009443;01;1;0000050820;10/12/2016;11/12/2016;19/11/2016;17/09/1997;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000059640;06/10/2017;06/10/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000053342;13/03/2017;17/03/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000046339;08/08/2016;12/08/2016;06/07/2016;05/12/1993;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000047143;01/09/2016;02/09/2016;06/07/2016;05/12/1993;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000059641;03/10/2017;03/10/2017;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000062530;18/02/2018;18/02/2018;20/12/2017;02/01/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000049900;23/11/2016;23/11/2016;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000042161;24/04/2016;24/04/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000058025;18/08/2017;18/08/2017;03/08/2017;31/01/1967;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000061831;11/01/2018;11/01/2018;20/12/2017;02/01/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000058777;04/09/2017;05/09/2017;03/08/2017;31/01/1967;Fin du contrat;Homme;Belge;Contrat intérimaire
3700;0000009443;01;1;0000061837;17/01/2018;17/01/2018;02/01/2018;23/09/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000051114;01/01/2017;01/01/2017;05/03/2015;26/04/1992;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000062416;16/02/2018;16/02/2018;20/12/2017;02/01/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000046100;05/08/2016;05/08/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000061333;22/12/2017;22/12/2017;20/12/2017;02/01/1994;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000048536;06/10/2016;06/10/2016;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000058768;01/09/2017;01/09/2017;27/08/2017;05/04/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
8640;0000009443;01;1;0000039544;08/02/2016;12/02/2016;30/11/2015;21/09/1971;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000042694;12/05/2016;14/05/2016;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000058555;03/09/2017;03/09/2017;27/08/2017;05/04/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
7021;0000009443;01;1;0000051677;19/01/2017;21/01/2017;09/10/2015;20/11/1979;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000052957;27/02/2017;27/02/2017;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000052650;20/02/2017;20/02/2017;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
2660;0000009443;01;3;0000053364;13/03/2017;13/03/2017;12/08/2013;09/01/1996;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000052041;27/01/2017;27/01/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000049816;24/11/2016;25/11/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000050020;28/11/2016;28/11/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
3970;0000009443;01;1;0000059910;16/10/2017;16/10/2017;04/01/2017;08/04/1975;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000049145;26/10/2016;26/10/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000049025;22/10/2016;22/10/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000059082;04/09/2017;08/09/2017;02/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000059619;25/09/2017;29/09/2017;02/05/2017;15/02/1985;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000051983;01/02/2017;03/02/2017;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000047916;17/09/2016;17/09/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
2600;0000009443;01;1;0000039576;12/02/2016;14/02/2016;07/06/2014;22/05/1982;Fin du contrat;Homme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000050542;19/12/2016;23/12/2016;05/12/2016;17/07/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000049146;27/10/2016;27/10/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000050021;30/11/2016;30/11/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
9100;0000009443;01;1;0000048561;08/10/2016;08/10/2016;10/09/2016;16/12/1990;Fin du contrat;Homme;Belge;Contrat intérimaire
